timestep,question ,action_node_id, bubble_size, bubble_scale, image_name, question, option1, option2
task1_3_2_0-8_trial_118_29,Show me rigth hip,17,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_118_30,Show me left elbow,15,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_1,Show me rigth hip,17,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_2,Show me Right Arm,4,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_3,Show me head,12,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_4,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_5,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_6,Show me Torso,5,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_7,Show me Upper Body,2,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_8,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_9,Show me left wrist,16,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_10,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_11,Show me left knee,21,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_12,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_13,Show me Right Leg,7,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_14,Show me left hip,20,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_15,Show me left elbow,15,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_16,Show me Full Body,1,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_17,Show me left hip,20,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_18,Show me Upper Body,2,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_19,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_20,Show me Right Leg,7,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_21,Show me neck,13,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_22,Show me Torso,5,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_23,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_24,Show me Right Leg,7,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_25,Show me Lower Body,3,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_119_26,Show me right wrist,11,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_1,Show me left hip,20,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_2,Show me right knee,18,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_3,Show me Left Leg,8,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_4,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_5,Show me right ankle,19,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_6,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_7,Show me left hip,20,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_8,Show me left knee,21,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_9,Show me Lower Body,3,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_10,Show me Right Leg,7,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_11,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_12,Show me Right Arm,4,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_13,Show me Torso,5,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_14,Show me left ankle,22,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_15,Show me neck,13,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_16,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_17,Show me left ankle,22,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_18,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_19,Show me left wrist,16,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_20,Show me Left Arm,6,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_21,Show me left shoulder,14,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_22,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_23,Show me head,12,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_24,Show me right knee,18,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_25,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_26,Show me left knee,21,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_27,Show me left ankle,22,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_28,Show me head,12,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_29,Show me right ankle,19,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_30,Show me right wrist,11,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_31,Show me left shoulder,14,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_32,Show me neck,13,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_33,Show me head,12,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_34,Show me right shoulder,9,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_120_35,Show me right elbow,10,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_1,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_2,Show me right knee,18,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_3,Show me left ankle,22,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_4,Show me right shoulder,9,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_5,Show me Lower Body,3,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_6,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_7,Show me neck,13,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_8,Show me right ankle,19,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_9,Show me left ankle,22,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_10,Show me Right Arm,4,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_11,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_12,Show me neck,13,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_13,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_14,Show me left elbow,15,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_15,Show me Left Arm,6,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_16,Show me head,12,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_121_17,Show me right elbow,10,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_122_1,Show me Torso,5,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_122_2,Show me rigth hip,17,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_122_3,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_122_4,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_1,Show me Lower Body,3,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_2,Show me right ankle,19,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_3,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_4,Show me right knee,18,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_5,Show me Lower Body,3,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_6,Show me neck,13,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_7,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_8,Show me right elbow,10,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_9,Show me rigth hip,17,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_10,Show me right wrist,11,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_11,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_12,Show me Right Arm,4,2,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_13,Show me left hip,20,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_14,Show me right elbow,10,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_15,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_16,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_17,Show me head,12,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_18,Show me Right Leg,7,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_19,Show me Left Leg,8,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_20,Show me rigth hip,17,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_21,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_22,Show me Left Leg,8,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_23,Show me left knee,21,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_123_24,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
-1,-1,-1,-1,-1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_1,Show me right knee,18,0,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_2,Show me right shoulder,9,0,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_3,Show me left elbow,15,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_4,Show me left knee,21,1,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_5,Show me left wrist,16,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_6,Show me right wrist,11,1,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_7,Show me Full Body,1,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_8,Show me Right Leg,7,0,0,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_9,Show me Right Leg,7,2,2,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_10,Show me Right Arm,4,2,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
task1_3_2_0-8_trial_124_11,Show me Right Arm,4,1,1,Task1_3.png,Is the person in the image running or walking?,Running,Walking
